fichier,date,heure_debut,heure_fin,quartier,duree_minutes,latitude,longitude,variante_geocodage
planning_08_02_2026.JPG,08/02/2026,21h30,23h30,Soduco,120.0,0.3673,9.4614,dico:soduco
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Haut de Gué-Gué,120.0,0.431,9.419,dico:haut de gue-gue
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Spa Yacine,120.0,0.431,9.419,dico:spa yacine
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Immeubles Premium au Haut de Gué-Gué,120.0,0.431,9.419,dico:immeubles premium au haut de gue-gue
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Kalikak,120.0,0.5116,9.43,dico:kalikak
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Immeuble SONAHYGA,120.0,0.431,9.419,dico:immeuble sonahyga
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Port mole,120.0,0.3228,9.4973,patch:Port mole
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Montagne Sainte,120.0,0.3969,9.4439,dico:montagne sainte
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,La foire,120.0,0.3969,9.4439,dico:la foire
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Airtel Gabon,120.0,0.3958,9.4407,dico:airtel gabon
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Téléafrica,120.0,0.3958,9.4407,dico:teleafrica
planning_08_02_2026.JPG,08/02/2026,23h30,01h30,Michel Dirat,120.0,0.3958,9.4407,dico:michel dirat
,,,,,,,,
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Petit paris,120.0,0.3966,9.4501,dico:petit paris
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Derrière le stade,120.0,0.3966,9.4501,dico:derriere le stade
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Palais des sports,120.0,0.3949,9.453,dico:palais des sports
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Marché Mont-Bouët,120.0,0.395,9.456,dico:marche mont-bouet
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Glass,120.0,0.3771,9.4533,dico:glass
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Imm. Chamoud,120.0,0.3859,9.4457,patch:Imm. Chamoud
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Centr'Affaires,120.0,0.3859,9.4457,dico:centr affaires
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Station Engen,120.0,0.3859,9.4457,dico:station engen
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Derrière la prison,120.0,0.4226,9.4528,dico:derriere la prison
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Bas de Gué-Gué,120.0,0.4226,9.4528,dico:bas de gue-gue
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Prix import,120.0,0.3714,9.4649,dico:prix import
planning_10_02_2026.jpg,10/02/2026,11h30,13h30,Petit marché,120.0,0.3714,9.4649,dico:petit marche
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Okala Mikolongo,120.0,0.4824,9.4041,dico:okala mikolongo
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Alibandeng,120.0,0.5116,9.43,patch:Alibandeng
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Village artisanal,120.0,0.3867,9.4469,dico:village artisanal
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Ecole d'Okala,120.0,0.4824,9.4041,dico:ecole d okala
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Derrière l'aéroport,120.0,0.4615,9.4101,dico:derriere l aeroport
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Kiliba,120.0,0.4824,9.4041,dico:kiliba
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Nombakélé,120.0,0.39,9.456,dico:nombakele
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Centre-ville,120.0,0.3901,9.4537,dico:centre-ville
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Saint Germain,120.0,0.405,9.452,patch:Saint Germain
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Hôtel du stade,120.0,0.3967,9.4463,dico:hotel du stade
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Mairie du 3eme,120.0,0.405,9.452,dico:mairie du 3eme
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Haut de Gué-Gué,120.0,0.431,9.419,dico:haut de gue-gue
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Spa Yacine,120.0,0.431,9.419,dico:spa yacine
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Immeubles Premium au Haut de Gué-Gué,120.0,0.431,9.419,dico:immeubles premium au haut de gue-gue
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Kalikak,120.0,0.5116,9.43,dico:kalikak
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Immeuble SONAHYGA,120.0,0.431,9.419,dico:immeuble sonahyga
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Awendjé,120.0,0.3861,9.4771,dico:awendje
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Z.I.Oloumi,120.0,0.38,9.471,patch:Z.I.Oloumi
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,CEDOC,120.0,0.38,9.471,dico:cedoc
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,TABELEC,120.0,0.38,9.471,dico:tabelec
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Pont Boulingui de Plaine Niger,120.0,0.3763,9.4613,dico_partiel:plaine niger
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Belle vue 2,120.0,0.372,9.4636,patch:Belle vue 2
planning_10_02_2026.jpg,10/02/2026,13h30,15h30,Usine SATOGA,120.0,0.3377,9.4809,dico_partiel:satoga
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Port mole,120.0,0.3228,9.4973,patch:Port mole
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Montagne Sainte,120.0,0.3969,9.4439,dico:montagne sainte
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,La foire,120.0,0.3969,9.4439,dico:la foire
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Airtel Gabon,120.0,0.3958,9.4407,dico:airtel gabon
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Téléafrica,120.0,0.3958,9.4407,dico:teleafrica
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Michel Dirat,120.0,0.3958,9.4407,dico:michel dirat
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Hôtel chinois,120.0,0.4419,9.4273,dico:hotel chinois
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Imm. Foberd,120.0,0.4009,9.4336,dico_partiel:foberd
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Cité Damas,120.0,0.3851,9.4793,dico:cite damas
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Prix import Damas,120.0,0.3851,9.4793,dico:prix import damas
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Ecole EMG,120.0,0.3817,9.4942,dico:ecole emg
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Mindoubé 2,120.0,0.3817,9.4942,dico:mindoube 2
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Angondjé,120.0,0.5116,9.43,dico:angondje
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Cap Caravane,120.0,0.5222,9.4282,dico:cap caravane
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Château d'eau d'Angondjé,120.0,0.5116,9.43,dico:chateau d eau d angondje
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Sotéga,120.0,0.4202,9.4565,dico:sotega
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Cité Mébiame,120.0,0.4202,9.4565,dico:cite mebiame
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Nzeng-Ayong chez les soeurs,120.0,0.4218,9.4787,dico:nzeng-ayong chez les soeurs
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Cité de la caisse,120.0,0.417,9.4713,dico:cite de la caisse
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Hôtel de la CAN,120.0,0.4196,9.4848,dico:hotel de la can
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Sibang 3,120.0,0.4124,9.4945,dico:sibang 3
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Cité de la démocratie,120.0,0.4124,9.4945,dico:cite de la democratie
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Mairie du 6eme,120.0,0.424,9.4716,dico:mairie du 6eme
planning_10_02_2026.jpg,10/02/2026,15h30,17h30,Rond-point Nzeng-Ayong,120.0,0.4218,9.4787,dico:rond-point nzeng-ayong
planning_10_02_2026.jpg,10/02/2026,17h30,19h30,Charbonnages,120.0,0.4362,9.4462,dico:charbonnages
planning_10_02_2026.jpg,10/02/2026,17h30,19h30,Bel-Air,120.0,0.4442,9.446,patch:Bel-Air
planning_10_02_2026.jpg,10/02/2026,17h30,19h30,Diba Diba,120.0,0.4362,9.4462,dico:diba diba
planning_10_02_2026.jpg,10/02/2026,17h30,19h30,Ondogo,120.0,0.4469,9.4645,dico:ondogo
planning_10_02_2026.jpg,10/02/2026,17h30,19h30,Ambowé,120.0,0.4456,9.4339,dico:ambowe
planning_10_02_2026.jpg,10/02/2026,17h30,19h30,Ecole Béret Vert,120.0,0.4411,9.4626,dico:ecole beret vert
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Les Bougainvillers,120.0,0.5091,9.3904,patch:Les Bougainvillers
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Avorbam,120.0,0.5091,9.3904,dico:avorbam
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Marseille,120.0,0.5091,9.3904,dico:marseille
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Premier Campement,120.0,0.5284,9.3692,dico:premier campement
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Cap Santa Clara,120.0,0.5052,9.3184,dico:cap santa clara
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Cap Estérias,120.0,0.525,9.3383,dico:cap esterias
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Akouango village,120.0,0.525,9.3383,dico:akouango village
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,ENEF,120.0,0.525,9.3383,dico:enef
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Aéroport,120.0,0.4615,9.4101,dico:aeroport
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Cité des ailes,120.0,0.4615,9.4101,dico:cite des ailes
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Asecna,120.0,0.4615,9.4101,dico:asecna
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Ambassade du Maroc,120.0,0.4301,9.4204,dico:ambassade du maroc
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Base 01,120.0,0.4419,9.4273,dico:base 01
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Camp de Gaulle,120.0,0.4419,9.4273,dico:camp de gaulle
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Ambassade des Etats-Unis,120.0,0.4301,9.4204,dico:ambassade des etats-unis
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Onomo Hôtel,120.0,0.4823,9.3958,dico:onomo hotel
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Sablière,120.0,0.4861,9.3916,dico:sabliere
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Hôtel Orchidée,120.0,0.4709,9.4022,dico:hotel orchidee
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Pont d'Akébé,120.0,0.3929,9.4589,dico:pont d akebe
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Akébé Poteau,120.0,0.3929,9.4589,dico:akebe poteau
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Akébé ville,120.0,0.3929,9.4589,dico:akebe ville
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Akébé frontière,120.0,0.3929,9.4589,dico:akebe frontiere
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,SNI Likouala,120.0,0.3929,9.4589,dico_partiel:la sni likouala
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Eglise de Likouala,120.0,0.3929,9.4605,dico:eglise de likouala
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Camp Baraka,120.0,0.3763,9.4613,dico:camp baraka
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Plaine-Niger,120.0,0.3763,9.4613,patch:Plaine-Niger
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Lac bleu,120.0,0.4332,9.4454,dico:lac bleu
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Nouvelle cité,120.0,0.4316,9.4736,dico:nouvelle cite
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Lycée Koweit,120.0,0.429,9.4714,dico:lycee koweit
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Fin goudron,120.0,0.429,9.4714,dico:fin goudron
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Chantier Moderne,120.0,0.429,9.4714,dico:chantier moderne
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Carrefour GP,120.0,0.429,9.4714,dico:carrefour gp
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Montalier,120.0,0.4328,9.5045,dico:montalier
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Milong-Nsi,120.0,0.4328,9.5045,dico:milong-nsi
planning_10_02_2026.jpg,10/02/2026,19h30,21h30,Dragage,120.0,0.4363,9.4795,dico:dragage
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Lalala,120.0,0.3706,9.4713,dico:lalala
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Z.l.Oloumi,120.0,0.38,9.471,patch:Z.l.Oloumi
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Awendjé,120.0,0.3861,9.4771,dico:awendje
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Sogatol,120.0,0.3673,9.4614,dico:sogatol
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Soduco,120.0,0.3673,9.4614,dico:soduco
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Capal,120.0,0.3673,9.4614,dico:capal
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Nkembo,120.0,0.4411,9.4626,dico:nkembo
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,La Peyrie,120.0,0.405,9.445,dico:la peyrie
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Sotéga,120.0,0.4202,9.4565,dico:sotega
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Atong-Abé,120.0,0.4086,9.4484,dico:atong-abe
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Cocotier,120.0,0.4127,9.4496,dico:cocotier
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Kinguélé,120.0,0.4005,9.4724,dico:kinguele
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Promo Gabon,120.0,0.4066,9.4556,dico:promo gabon
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,La Campagne,120.0,0.4066,9.4556,dico:la campagne
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Avorbam,120.0,0.5091,9.3904,dico:avorbam
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,ISTA,120.0,0.5097,9.3712,dico:ista
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Okala,120.0,0.4824,9.4041,dico_partiel:okala mikolongo
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Carreforu Gigi,120.0,0.429,9.4714,patch:Carreforu Gigi
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,CKDO,120.0,0.429,9.4714,dico:ckdo
planning_10_02_2026.jpg,10/02/2026,21h30,23h30,Camp de la GR au premier campement,120.0,0.5284,9.3692,dico_partiel:premier campement
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Lycée d'Etat,120.0,0.428,9.4225,patch:Lycée d'Etat
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Sablière,120.0,0.4861,9.3916,dico:sabliere
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Derrière le Radisson,120.0,0.4301,9.4204,dico:derriere le radisson
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Tropicana,120.0,0.4485,9.4134,dico:tropicana
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Tahiti,120.0,0.4485,9.4134,dico:tahiti
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Voie Express Coté OYO,120.0,0.4376,9.4172,dico:voie express cote oyo
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Conseil Economique et Social,120.0,0.4376,9.4172,dico:conseil economique et social
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Camp de Gaulle,120.0,0.4419,9.4273,dico:camp de gaulle
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Bati plus,120.0,0.4363,9.4795,dico:bati plus
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Résidence Nam,120.0,0.4316,9.4736,dico:residence nam
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Sablière,120.0,0.4861,9.3916,dico:sabliere
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Cocotiers,120.0,0.4127,9.4496,dico_partiel:cocotier
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Palais de justice,120.0,0.4258,9.4522,dico:palais de justice
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Mbolo,120.0,0.4258,9.4522,dico:mbolo
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Institut Français,120.0,0.4075,9.4387,dico:institut francais
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Ministère des Eaux et Forêts,120.0,0.4089,9.4404,dico:ministere des eaux et forets
planning_10_02_2026.jpg,10/02/2026,23h30,01h30,Hôtel de ville Libreville,120.0,0.4089,9.4404,dico:hotel de ville libreville
,,,,,,,,
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Petit paris,120.0,0.3966,9.4501,dico:petit paris
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Derrière le stade,120.0,0.3966,9.4501,dico:derriere le stade
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Palais des sports,120.0,0.3949,9.453,dico:palais des sports
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Marché Mont-Bouët,120.0,0.395,9.456,dico:marche mont-bouet
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Glass,120.0,0.3771,9.4533,dico:glass
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Imm. Chamoud,120.0,0.3859,9.4457,patch:Imm. Chamoud
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Centr'Affaires,120.0,0.3859,9.4457,dico:centr affaires
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Station Engen,120.0,0.3859,9.4457,dico:station engen
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Derrière la prison,120.0,0.4226,9.4528,dico:derriere la prison
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Bas de Gué-Gué,120.0,0.4226,9.4528,dico:bas de gue-gue
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Prix import,120.0,0.3714,9.4649,dico:prix import
planning_11_02_2026.JPG,11/02/2026,11h30,13h30,Petit marché,120.0,0.3714,9.4649,dico:petit marche
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Okala Mikolongo,120.0,0.4824,9.4041,dico:okala mikolongo
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Alibandeng,120.0,0.5116,9.43,patch:Alibandeng
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Village artisanal,120.0,0.3867,9.4469,dico:village artisanal
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Ecole d'Okala,120.0,0.4824,9.4041,dico:ecole d okala
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Derrière l'aéroport,120.0,0.4615,9.4101,dico:derriere l aeroport
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Kiliba,120.0,0.4824,9.4041,dico:kiliba
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Nkembo,120.0,0.4411,9.4626,dico:nkembo
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,La Peyrie,120.0,0.405,9.445,dico:la peyrie
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Sotéga,120.0,0.4202,9.4565,dico:sotega
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Atong-Abé,120.0,0.4086,9.4484,dico:atong-abe
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Cocotier,120.0,0.4127,9.4496,dico:cocotier
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Atsibe-Ntsos,120.0,0.4127,9.4496,dico:atsibe-ntsos
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Kinguélé,120.0,0.4005,9.4724,dico:kinguele
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Promo Gabon,120.0,0.4066,9.4556,dico:promo gabon
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,La Campagne,120.0,0.4066,9.4556,dico:la campagne
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Haut de Gué-Gué,120.0,0.431,9.419,dico:haut de gue-gue
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Spa Yacine,120.0,0.431,9.419,dico:spa yacine
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Immeubles Premium au Haut de Gué-Gué,120.0,0.431,9.419,dico:immeubles premium au haut de gue-gue
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Kalikak,120.0,0.5116,9.43,dico:kalikak
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Immeuble SONAHYGA,120.0,0.431,9.419,dico:immeuble sonahyga
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Awendjé,120.0,0.3861,9.4771,dico:awendje
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Z..Oloumi,120.0,0.38,9.471,patch:Z..Oloumi
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,CEDOC,120.0,0.38,9.471,dico:cedoc
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,TABELEC,120.0,0.38,9.471,dico:tabelec
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Pont Boulingui de Plaine Niger,120.0,0.3763,9.4613,dico_partiel:plaine niger
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Belle vue 2,120.0,0.372,9.4636,patch:Belle vue 2
planning_11_02_2026.JPG,11/02/2026,13h30,15h30,Usine SATOGA,120.0,0.3377,9.4809,dico_partiel:satoga
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Port mole,120.0,0.3228,9.4973,patch:Port mole
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Montagne Sainte,120.0,0.3969,9.4439,dico:montagne sainte
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,La foire,120.0,0.3969,9.4439,dico:la foire
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Airtel Gabon,120.0,0.3958,9.4407,dico:airtel gabon
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Téléafrica,120.0,0.3958,9.4407,dico:teleafrica
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Nombakélé,120.0,0.39,9.456,dico:nombakele
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Centre-ville,120.0,0.3901,9.4537,dico:centre-ville
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Saint-Germain,120.0,0.405,9.452,dico:saint-germain
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Hôtel du stade,120.0,0.3967,9.4463,dico:hotel du stade
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Mairie du 3eme,120.0,0.405,9.452,dico:mairie du 3eme
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Les Bougainvilliers,120.0,0.5091,9.3904,dico:les bougainvilliers
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Avorbam,120.0,0.5091,9.3904,dico:avorbam
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Marseille,120.0,0.5091,9.3904,dico:marseille
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Premier Campement,120.0,0.5284,9.3692,dico:premier campement
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Cap Santa Clara,120.0,0.5052,9.3184,dico:cap santa clara
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Akouango village,120.0,0.525,9.3383,dico:akouango village
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Cap Estérias,120.0,0.525,9.3383,dico:cap esterias
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,ENEF,120.0,0.525,9.3383,dico:enef
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Michel Dirat,120.0,0.3958,9.4407,dico:michel dirat
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Angondjé,120.0,0.5116,9.43,dico:angondje
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Cap Caravane,120.0,0.5222,9.4282,dico:cap caravane
planning_11_02_2026.JPG,11/02/2026,15h30,17h30,Château d'eau d'Angondjé,120.0,0.5116,9.43,dico:chateau d eau d angondje
planning_11_02_2026.JPG,11/02/2026,17h30,19h30,Charbonnages,120.0,0.4362,9.4462,dico:charbonnages
planning_11_02_2026.JPG,11/02/2026,17h30,19h30,Bel-Air,120.0,0.4442,9.446,patch:Bel-Air
planning_11_02_2026.JPG,11/02/2026,17h30,19h30,Diba Diba,120.0,0.4362,9.4462,dico:diba diba
planning_11_02_2026.JPG,11/02/2026,17h30,19h30,Ondogo,120.0,0.4469,9.4645,dico:ondogo
planning_11_02_2026.JPG,11/02/2026,17h30,19h30,Ambowé,120.0,0.4456,9.4339,dico:ambowe
planning_11_02_2026.JPG,11/02/2026,17h30,19h30,Ecole Béret Vert,120.0,0.4411,9.4626,dico:ecole beret vert
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Sotéga,120.0,0.4202,9.4565,dico:sotega
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Cité Mébiame,120.0,0.4202,9.4565,dico:cite mebiame
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Nzeng-Ayong chez les soeurs,120.0,0.4218,9.4787,dico:nzeng-ayong chez les soeurs
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Cité de la caisse,120.0,0.417,9.4713,dico:cite de la caisse
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Hôtel de la CAN,120.0,0.4196,9.4848,dico:hotel de la can
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Sibang 3,120.0,0.4124,9.4945,dico:sibang 3
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Cité de la démocratie,120.0,0.4124,9.4945,dico:cite de la democratie
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Mairie du 6eme,120.0,0.424,9.4716,dico:mairie du 6eme
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Nzeng-Ayong,120.0,0.4218,9.4787,dico_partiel:nzeng-ayong chez les soeurs
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Avorbam,120.0,0.5091,9.3904,dico:avorbam
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,ISTA,120.0,0.5097,9.3712,dico:ista
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Okala,120.0,0.4824,9.4041,dico_partiel:okala mikolongo
planning_11_02_2026.JPG,11/02/2026,19h30,21h30,Carrefour Gigi,120.0,0.429,9.4714,dico:carrefour gigi
